Date,OperatingIncome,GrossProfit,SellingAndMarketingExpense,OperatingRevenue,TotalRevenue,SellingGeneralAndAdministration,TotalExpenses,EBIT,NetIncome,AccountsPayable,CashAndCashEquivalents,RetainedEarnings,Properties,Inventory,ShareIssued,AccountsReceivable,LongTermDebt,OrdinarySharesNumber,CommonStock,TotalCapitalization,Exchange,Buy_Close,Sale_Close,Year,COMPANY
1999-01-31,1954000000.0,8317000000.0,NA,30951000000.0,30951000000.0,5077000000.0,28997000000.0,1954000000.0,935000000.0,3150000000.0,255000000.0,4683000000.0,-1.0,3475000000.0,883620000,-1.0,4452000000.0,883620000,0.0,9787000000.0,NYSE,NA,29.825,1999,TGT
2000-01-31,2329000000.0,10673000000.0,NA,33702000000.0,33702000000.0,7490000000.0,31373000000.0,2329000000.0,1144000000.0,3514000000.0,220000000.0,5056000000.0,-1.0,3798000000.0,911682000,-1.0,4521000000.0,911682000,76000000.0,10383000000.0,NYSE,38.5,NA,2000,TGT
2001-01-31,2478000000.0,11608000000.0,NA,36903000000.0,36903000000.0,8190000000.0,34425000000.0,2478000000.0,1264000000.0,3576000000.0,356000000.0,5542000000.0,-1.0,4248000000.0,899069348,1941000000.0,5634000000.0,899069348,75000000.0,12153000000.0,NYSE,NA,NA,2001,TGT
2002-01-31,2680000000.0,12642000000.0,NA,39888000000.0,39888000000.0,8883000000.0,37208000000.0,2680000000.0,1368000000.0,4160000000.0,499000000.0,6687000000.0,0.0,4449000000.0,902788282,3831000000.0,8088000000.0,902788282,75000000.0,15948000000.0,NYSE,NA,NA,2002,TGT
2003-01-31,3264000000.0,14657000000.0,NA,43917000000.0,43917000000.0,10181000000.0,40653000000.0,3264000000.0,1654000000.0,4684000000.0,758000000.0,8107000000.0,0.0,4760000000.0,909800000,5565000000.0,10186000000.0,909800000,76000000.0,19629000000.0,NYSE,29.15,44.68,2003,TGT
2004-01-31,3519000000.0,16373000000.0,NA,48163000000.0,48163000000.0,11534000000.0,44644000000.0,3519000000.0,1841000000.0,5448000000.0,716000000.0,9645000000.0,0.0,5343000000.0,911808051,5776000000.0,10217000000.0,911808051,76000000.0,21282000000.0,NYSE,44.32,51.63,2004,TGT
2005-01-31,3601000000.0,15394000000.0,NA,46839000000.0,46839000000.0,10534000000.0,43238000000.0,3601000000.0,3198000000.0,5779000000.0,2245000000.0,11148000000.0,0.0,5384000000.0,885553006,5069000000.0,9034000000.0,885553006,74000000.0,22063000000.0,NYSE,NA,54.95,2005,TGT
2006-01-31,4323000000.0,17693000000.0,NA,52620000000.0,52620000000.0,11961000000.0,48297000000.0,4323000000.0,2408000000.0,6268000000.0,1648000000.0,12013000000.0,0.0,5838000000.0,874074850,5666000000.0,9119000000.0,874074850,73000000.0,23324000000.0,NYSE,51.18,NA,2006,TGT
2007-01-31,5069000000.0,20091000000.0,NA,59490000000.0,59490000000.0,13526000000.0,54421000000.0,5069000000.0,2787000000.0,6575000000.0,813000000.0,13417000000.0,0.0,6254000000.0,859771157,6194000000.0,8675000000.0,859771157,72000000.0,24308000000.0,NYSE,59.93,53.45,2007,TGT
2008-01-31,5272000000.0,20635000000.0,NA,63367000000.0,63367000000.0,13704000000.0,58095000000.0,5272000000.0,2849000000.0,6721000000.0,2450000000.0,12761000000.0,0.0,6780000000.0,818737715,8054000000.0,15126000000.0,818737715,68000000.0,30433000000.0,NYSE,53.27,NA,2008,TGT
2009-01-31,4402000000.0,20791000000.0,NA,64948000000.0,64948000000.0,14563000000.0,60546000000.0,4402000000.0,2214000000.0,6337000000.0,864000000.0,11443000000.0,0.0,6705000000.0,752780059,8084000000.0,17490000000.0,752780059,63000000.0,31202000000.0,NYSE,NA,NA,2009,TGT
2010-01-31,4673000000.0,19774000000.0,NA,65357000000.0,65357000000.0,13078000000.0,60684000000.0,4676000000.0,2488000000.0,6511000000.0,583000000.0,12947000000.0,2575000000.0,7179000000.0,744600000,6966000000.0,15118000000.0,744600000,62000000.0,30465000000.0,NYSE,NA,NA,2010,TGT
2011-01-31,5252000000.0,20805000000.0,NA,67390000000.0,67390000000.0,13469000000.0,62138000000.0,5255000000.0,2920000000.0,6625000000.0,583000000.0,12698000000.0,2533000000.0,7596000000.0,704000000,6153000000.0,15607000000.0,704000000,59000000.0,31094000000.0,NYSE,NA,NA,2011,TGT
2012-01-31,5322000000.0,21559000000.0,NA,69865000000.0,69865000000.0,14106000000.0,64543000000.0,5325000000.0,2929000000.0,6857000000.0,600000000.0,12959000000.0,2468000000.0,7918000000.0,669300000,5927000000.0,13447000000.0,669300000,56000000.0,29268000000.0,NYSE,NA,NA,2012,TGT
2013-01-31,5210000000.0,22266000000.0,NA,73301000000.0,73301000000.0,14914000000.0,68091000000.0,5371000000.0,2999000000.0,7056000000.0,784000000.0,13155000000.0,0.0,7903000000.0,645294423,0.0,14654000000.0,645294423,54000000.0,31212000000.0,NYSE,NA,NA,2013,TGT
2014-01-31,3838000000.0,21436000000.0,NA,72596000000.0,72596000000.0,15375000000.0,68758000000.0,4229000000.0,1971000000.0,7683000000.0,695000000.0,12599000000.0,0.0,8766000000.0,632930740,-1.0,12622000000.0,632930740,53000000.0,28853000000.0,NYSE,60.57,79.67,2014,TGT
2015-01-31,4535000000.0,21340000000.0,NA,72618000000.0,72618000000.0,14676000000.0,68083000000.0,4535000000.0,-1636000000.0,7759000000.0,2210000000.0,9644000000.0,0.0,8790000000.0,640213987,-1.0,12705000000.0,640213987,53000000.0,26702000000.0,NYSE,NA,NA,2015,TGT
2016-01-31,4910000000.0,21788000000.0,NA,73785000000.0,73785000000.0,14665000000.0,68875000000.0,5530000000.0,3363000000.0,7418000000.0,4046000000.0,8188000000.0,0.0,8601000000.0,602226517,-1.0,11945000000.0,602226517,50000000.0,24902000000.0,NYSE,NA,NA,2016,TGT
2017-01-31,4969000000.0,20623000000.0,NA,69495000000.0,69495000000.0,13356000000.0,64526000000.0,4969000000.0,2737000000.0,7252000000.0,1402000000.0,5884000000.0,0.0,8309000000.0,556156228,-1.0,11031000000.0,556156228,46000000.0,21984000000.0,NYSE,NA,NA,2017,TGT
2018-01-31,4312000000.0,20754000000.0,NA,71879000000.0,71879000000.0,14248000000.0,67567000000.0,4312000000.0,2934000000.0,8677000000.0,2643000000.0,6553000000.0,0.0,8657000000.0,541681670,-1.0,11317000000.0,541681670,45000000.0,23026000000.0,NYSE,NA,NA,2018,TGT
2019-01-31,4110000000.0,22057000000.0,NA,74433000000.0,75356000000.0,15723000000.0,71246000000.0,4137000000.0,2937000000.0,9761000000.0,787000000.0,6017000000.0,0.0,9497000000.0,517761600,-1.0,10223000000.0,517761600,43000000.0,21520000000.0,NYSE,NA,NA,2019,TGT
2020-01-31,4658000000.0,23248000000.0,NA,77130000000.0,78112000000.0,16233000000.0,73454000000.0,4667000000.0,3281000000.0,9920000000.0,767000000.0,6433000000.0,0.0,8992000000.0,504198962,-1.0,11338000000.0,504198962,42000000.0,23171000000.0,NYSE,NA,NA,2020,TGT
2021-01-31,6539000000.0,27384000000.0,NA,92400000000.0,93561000000.0,18615000000.0,87022000000.0,6523000000.0,4368000000.0,12859000000.0,867000000.0,8825000000.0,0.0,10653000000.0,500877129,631000000.0,11536000000.0,500877129,42000000.0,25976000000.0,NYSE,NA,1.58,2021,TGT
1985-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,810000000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1985,AXP
1986-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,1110000000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1986,AXP
1987-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,533000000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1987,AXP
1988-12-31,NA,NA,-1.0,-1.0,-1.0,-1.0,NA,NA,1038000000.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYSE,-1,0,1988,AXP
1989-12-31,NA,NA,1079000000.0,15168000000.0,15168000000.0,9221000000.0,NA,NA,1157000000.0,-1.0,7452000000.0,3804000000.0,NA,NA,1255009009,-1.0,14348000000.0,1255009009,-1.0,20039000000.0,NYSE,-1,0,1989,AXP
1990-12-31,NA,NA,1032000000.0,15840000000.0,15840000000.0,9936000000.0,NA,NA,181000000.0,-1.0,6400000000.0,3474000000.0,NA,NA,1394816817,-1.0,12521000000.0,1394816817,-1.0,19156000000.0,NYSE,-1,0,1990,AXP
1991-12-31,NA,NA,1074000000.0,17511000000.0,17511000000.0,8656000000.0,NA,NA,789000000.0,-1.0,4876000000.0,3757000000.0,NA,NA,1417915916,-1.0,13292000000.0,1417915916,-1.0,20757000000.0,NYSE,-1,0,1991,AXP
1992-12-31,NA,NA,1179000000.0,19312000000.0,19312000000.0,12738000000.0,NA,NA,461500000.0,-1.0,5395000000.0,3697000000.0,NA,NA,1441369369,-1.0,15122000000.0,1441369369,-1.0,22621000000.0,NYSE,-1,0,1992,AXP
1993-12-31,NA,NA,1091000000.0,12390000000.0,12390000000.0,7578000000.0,NA,NA,1478000000.0,-1.0,3312000000.0,4649000000.0,NA,NA,1470954955,-1.0,8561000000.0,1470954955,-1.0,17295000000.0,NYSE,-1,0,1993,AXP
1994-12-31,NA,NA,1063000000.0,13271000000.0,13271000000.0,7828000000.0,NA,NA,1413000000.0,-1.0,3433000000.0,2750000000.0,NA,NA,1489087000,-1.0,7162000000.0,1489087000,-1.0,13595000000.0,NYSE,-1,0,1994,AXP
1995-12-31,NA,NA,977000000.0,14599000000.0,14599000000.0,8558000000.0,NA,NA,1564000000.0,-1.0,3200000000.0,3159000000.0,NA,NA,1449300249,-1.0,7570000000.0,1449300249,-1.0,15790000000.0,NYSE,-1,0,1995,AXP
1996-12-31,NA,NA,1071000000.0,15121000000.0,15121000000.0,8723000000.0,NA,NA,1901000000.0,-1.0,2677000000.0,3756000000.0,NA,NA,1418577003,-1.0,6552000000.0,1418577003,-1.0,15080000000.0,NYSE,-1,NA,1996,AXP
1997-12-31,NA,NA,1118000000.0,16836000000.0,16836000000.0,9474000000.0,NA,NA,1991000000.0,-1.0,4179000000.0,4188000000.0,NA,NA,1399200399,-1.0,7873000000.0,1399200399,-1.0,17447000000.0,NYSE,NA,NA,1997,AXP
1998-12-31,NA,NA,1228000000.0,18133000000.0,18133000000.0,10478000000.0,NA,NA,2141000000.0,-1.0,4092000000.0,4148000000.0,NA,NA,1356267375,-1.0,7019000000.0,1356267375,-1.0,17217000000.0,NYSE,NA,NA,1998,AXP
1999-12-31,NA,NA,1424000000.0,20227000000.0,20227000000.0,11142000000.0,NA,NA,2475000000.0,-1.0,7471000000.0,5033000000.0,NA,NA,1340699958,-1.0,6495000000.0,1340699958,268000000.0,16590000000.0,NYSE,NA,NA,1999,AXP
2000-12-31,NA,NA,1515000000.0,22321000000.0,22321000000.0,12094000000.0,NA,NA,2810000000.0,-1.0,8487000000.0,6198000000.0,NA,NA,1326000000,-1.0,5211000000.0,1326000000,265000000.0,16895000000.0,NYSE,NA,NA,2000,AXP
2001-12-31,NA,NA,1301000000.0,21081000000.0,21081000000.0,12312000000.0,NA,NA,1311000000.0,-1.0,7222000000.0,6421000000.0,NA,NA,1331000000,-1.0,8288000000.0,1331000000,266000000.0,20325000000.0,NYSE,NA,NA,2001,AXP
2002-12-31,NA,NA,1548000000.0,22725000000.0,22725000000.0,11859000000.0,NA,NA,2671000000.0,-1.0,10288000000.0,7606000000.0,NA,NA,1305000000,-1.0,16819000000.0,1305000000,261000000.0,30680000000.0,NYSE,NA,NA,2002,AXP
2003-12-31,NA,NA,3901000000.0,24961000000.0,24961000000.0,14663000000.0,NA,NA,2987000000.0,-1.0,5726000000.0,8793000000.0,NA,NA,1284000000,-1.0,20654000000.0,1284000000,257000000.0,35977000000.0,NYSE,NA,NA,2003,AXP
2004-12-31,NA,NA,5083000000.0,28248000000.0,28248000000.0,13536000000.0,NA,NA,3445000000.0,-1.0,9907000000.0,8196000000.0,NA,NA,1249000000,-1.0,33061000000.0,1249000000,250000000.0,49081000000.0,NYSE,NA,NA,2004,AXP
2005-12-31,NA,NA,5841000000.0,23347000000.0,23347000000.0,13443000000.0,NA,NA,3734000000.0,-1.0,7126000000.0,1788000000.0,NA,NA,1241000000,-1.0,30781000000.0,1241000000,248000000.0,41330000000.0,NYSE,52.43,NA,2005,AXP
2006-12-31,NA,NA,6516000000.0,25900000000.0,25900000000.0,11470000000.0,NA,NA,3707000000.0,8764000000.0,7956000000.0,1153000000.0,NA,NA,1199000000,36386000000.0,42655000000.0,1199000000,240000000.0,53166000000.0,NYSE,NA,NA,2006,AXP
2007-12-31,NA,NA,7817000000.0,27731000000.0,27731000000.0,13206000000.0,NA,NA,4012000000.0,7674000000.0,11737000000.0,1075000000.0,NA,NA,1158000000,38923000000.0,55195000000.0,1158000000,232000000.0,66224000000.0,NYSE,47.09,11.78,2007,AXP
2008-12-31,NA,NA,7361000000.0,28365000000.0,28365000000.0,13451000000.0,NA,NA,2699000000.0,8428000000.0,20547000000.0,2719000000.0,NA,NA,1160000000,32985000000.0,59952000000.0,1160000000,232000000.0,71793000000.0,NYSE,14.44,NA,2008,AXP
2009-12-31,NA,NA,6467000000.0,24312000000.0,24312000000.0,11547000000.0,NA,NA,2130000000.0,8926000000.0,15542000000.0,3737000000.0,NA,NA,1192000000,33916000000.0,52251000000.0,1192000000,237000000.0,66657000000.0,NYSE,NA,NA,2009,AXP
2010-12-31,NA,NA,8644000000.0,27639000000.0,27639000000.0,14210000000.0,NA,NA,4057000000.0,9691000000.0,16709000000.0,4972000000.0,NA,NA,1197000000,36880000000.0,66284000000.0,1197000000,238000000.0,82514000000.0,NYSE,NA,54.29,2010,AXP
2011-12-31,NA,NA,9930000000.0,29962000000.0,29962000000.0,16182000000.0,NA,NA,4935000000.0,10458000000.0,24893000000.0,7221000000.0,NA,NA,1164000000,40452000000.0,59447000000.0,1164000000,232000000.0,78241000000.0,NYSE,NA,NA,2011,AXP
2012-12-31,NA,NA,9971000000.0,31582000000.0,31582000000.0,16568000000.0,NA,NA,4482000000.0,10006000000.0,22250000000.0,7525000000.0,NA,NA,1108900000,42338000000.0,58855000000.0,1105000000,221000000.0,77741000000.0,NYSE,NA,NA,2012,AXP
2013-12-31,NA,NA,10267000000.0,32970000000.0,32970000000.0,16458000000.0,NA,NA,5359000000.0,10615000000.0,19486000000.0,8507000000.0,NA,NA,1067500000,43777000000.0,55221000000.0,1064000000,213000000.0,74717000000.0,NYSE,NA,NA,2013,AXP
2014-12-31,NA,NA,11073000000.0,33548000000.0,33548000000.0,17168000000.0,NA,NA,5885000000.0,11300000000.0,22288000000.0,9513000000.0,NA,NA,1026200000,44386000000.0,57924000000.0,1023000000,205000000.0,78597000000.0,NYSE,78.93,NA,2014,AXP
2015-12-31,NA,NA,3109000000.0,31739000000.0,31739000000.0,8085000000.0,NA,NA,5163000000.0,11822000000.0,22762000000.0,9665000000.0,NA,NA,972000000,43671000000.0,48032000000.0,969000000,194000000.0,68705000000.0,NYSE,NA,NA,2015,AXP
2016-12-31,NA,NA,3650000000.0,32204000000.0,32204000000.0,8909000000.0,NA,NA,5408000000.0,11190000000.0,25093000000.0,10371000000.0,NA,NA,907000000,46841000000.0,46966000000.0,904000000,181000000.0,67467000000.0,NYSE,NA,NA,2016,AXP
2017-12-31,NA,NA,3217000000.0,32032000000.0,32032000000.0,8475000000.0,NA,NA,2736000000.0,14657000000.0,32879000000.0,8273000000.0,NA,NA,861644953,53526000000.0,55781000000.0,858744953,172000000.0,74008000000.0,NYSE,91,NA,2017,AXP
2018-12-31,NA,NA,6470000000.0,38538000000.0,38538000000.0,11720000000.0,NA,NA,6921000000.0,12255000000.0,27381000000.0,12499000000.0,NA,NA,847000000,55320000000.0,58404000000.0,847000000,170000000.0,80694000000.0,NYSE,NA,NA,2018,AXP
2019-12-31,NA,NA,7114000000.0,41334000000.0,41334000000.0,13025000000.0,NA,NA,6759000000.0,12738000000.0,23845000000.0,13871000000.0,NA,NA,810000000,56794000000.0,57810000000.0,810000000,163000000.0,80881000000.0,NYSE,NA,NA,2019,AXP
2020-12-31,NA,NA,6747000000.0,34857000000.0,34857000000.0,12465000000.0,NA,NA,3135000000.0,9444000000.0,32826000000.0,13837000000.0,NA,NA,805000000,43434000000.0,42935000000.0,805000000,161000000.0,65919000000.0,NYSE,NA,0.43,2020,AXP
1985-12-31,14600000.0,54200000.0,NA,101600000.0,101600000.0,36600000.0,87000000.0,14600000.0,8400000.0,-1.0,12100000.0,44000000.0,-1.0,22200000.0,359056000,-1.0,4200000.0,359056000,-1.0,52700000.0,NYSE,-1,0,1985,SYK
1986-12-31,18300000.0,65000000.0,NA,121100000.0,121100000.0,42900000.0,102800000.0,18300000.0,10100000.0,-1.0,8400000.0,54100000.0,-1.0,28200000.0,361360000,-1.0,4000000.0,361360000,-1.0,63700000.0,NYSE,-1,0,1986,SYK
1987-12-31,22000000.0,80900000.0,NA,148100000.0,148100000.0,54700000.0,126100000.0,22000000.0,12700000.0,-1.0,6000000.0,67400000.0,-1.0,36300000.0,374544000,-1.0,3700000.0,374544000,-1.0,78900000.0,NYSE,-1,0,1987,SYK
1988-12-31,26400000.0,99600000.0,NA,178600000.0,178600000.0,67200000.0,152200000.0,26400000.0,15900000.0,-1.0,4600000.0,83300000.0,-1.0,49700000.0,375216000,-1.0,3100000.0,375216000,-1.0,94100000.0,NYSE,-1,0,1988,SYK
1989-12-31,31700000.0,125300000.0,NA,225900000.0,225900000.0,87300000.0,194200000.0,31700000.0,19200000.0,11600000.0,19300000.0,102500000.0,-1.0,51500000.0,378496000,-1.0,2700000.0,378496000,-1.0,114700000.0,NYSE,-1,0,1989,SYK
1990-12-31,35700000.0,154800000.0,NA,280600000.0,280600000.0,112000000.0,244900000.0,35700000.0,23600000.0,20900000.0,38700000.0,136100000.0,-1.0,60100000.0,379712000,-1.0,1900000.0,379712000,-1.0,149800000.0,NYSE,-1,0,1990,SYK
1991-12-31,51500000.0,204100000.0,NA,364800000.0,364800000.0,140800000.0,313300000.0,51500000.0,33100000.0,29100000.0,52900000.0,166700000.0,-1.0,78200000.0,380776000,-1.0,1400000.0,380776000,-1.0,181300000.0,NYSE,-1,0,1991,SYK
1992-12-31,73700000.0,266800000.0,NA,477100000.0,477100000.0,181700000.0,403400000.0,73700000.0,47700000.0,38300000.0,43100000.0,211600000.0,-1.0,79400000.0,386424000,-1.0,1400000.0,386424000,-1.0,233700000.0,NYSE,-1,0,1992,SYK
1993-12-31,91900000.0,316700000.0,NA,557300000.0,557300000.0,208600000.0,465400000.0,91900000.0,60200000.0,43200000.0,49700000.0,268400000.0,-1.0,76600000.0,387160000,-1.0,31300000.0,387160000,-1.0,319700000.0,NYSE,-1,0,1993,SYK
1994-12-31,120500000.0,402400000.0,NA,681900000.0,681900000.0,221400000.0,561400000.0,120500000.0,72400000.0,50400000.0,116800000.0,336900000.0,-1.0,115800000.0,386952000,-1.0,95300000.0,386952000,-1.0,453600000.0,NYSE,-1,0,1994,SYK
1995-12-31,157300000.0,531200000.0,NA,872000000.0,872000000.0,301400000.0,714700000.0,157300000.0,87000000.0,49000000.0,69000000.0,419500000.0,-1.0,133600000.0,388432000,-1.0,97000000.0,388432000,-1.0,551300000.0,NYSE,-1,0,1995,SYK
1996-12-31,134200000.0,552400000.0,NA,910100000.0,910100000.0,326600000.0,775900000.0,134200000.0,104500000.0,62400000.0,175700000.0,514300000.0,-1.0,127400000.0,387148000,-1.0,89500000.0,387148000,-1.0,619900000.0,NYSE,-1,NA,1996,SYK
1997-12-31,183900000.0,615600000.0,NA,980100000.0,980100000.0,341500000.0,796200000.0,183900000.0,125300000.0,55000000.0,154000000.0,612900000.0,-1.0,136200000.0,384236000,-1.0,4400000.0,384236000,-1.0,617200000.0,NYSE,119.375,NA,1997,SYK
1998-12-31,188800000.0,668700000.0,NA,1103200000.0,1103200000.0,381200000.0,914400000.0,188800000.0,39600000.0,162400000.0,125000000.0,640900000.0,-1.0,554000000.0,386160000,-1.0,1488000000.0,386160000,-1.0,2140100000.0,NYSE,12.5,137.825,1998,SYK
1999-12-31,364700000.0,1380000000.0,NA,2103700000.0,2103700000.0,808400000.0,1739000000.0,364700000.0,19400000.0,110400000.0,80000000.0,668100000.0,0.0,386100000.0,388800000,377700000.0,1181100000.0,388800000,9700000.0,1852600000.0,NYSE,17.5,57.08,1999,SYK
2000-12-31,431700000.0,1548900000.0,NA,2289400000.0,2289400000.0,885600000.0,1857700000.0,431700000.0,221000000.0,94100000.0,54000000.0,873400000.0,-1.0,392100000.0,391800000,343700000.0,876500000.0,391800000,19600000.0,1731400000.0,NYSE,25.605,30.3,2000,SYK
2001-12-31,472600000.0,1638500000.0,NA,2602300000.0,2602300000.0,985400000.0,2129700000.0,472600000.0,267000000.0,108500000.0,50100000.0,1120700000.0,0.0,399800000.0,393400000,332100000.0,720900000.0,393400000,19700000.0,1777100000.0,NYSE,NA,NA,2001,SYK
2002-12-31,564700000.0,1900400000.0,NA,3011600000.0,3011600000.0,1165400000.0,2446900000.0,564700000.0,345600000.0,106000000.0,37800000.0,1442600000.0,0.0,426500000.0,396200000,406700000.0,491000000.0,396200000,19800000.0,1989200000.0,NYSE,NA,NA,2002,SYK
2003-12-31,671300000.0,2312900000.0,NA,3625300000.0,3625300000.0,1416000000.0,2954000000.0,671300000.0,453500000.0,137800000.0,65900000.0,1868100000.0,0.0,467900000.0,399400000,498600000.0,18800000.0,399400000,20000000.0,2173600000.0,NYSE,45,NA,2003,SYK
2004-12-31,841200000.0,2752200000.0,NA,4262300000.0,4262300000.0,1652200000.0,3421100000.0,841200000.0,465700000.0,214500000.0,349400000.0,2297600000.0,0.0,552500000.0,402500000,751100000.0,700000.0,402500000,40300000.0,2752700000.0,NYSE,NA,NA,2004,SYK
2005-12-31,1014700000.0,3157600000.0,NA,4871500000.0,4871500000.0,1814300000.0,3856800000.0,1014700000.0,675200000.0,206500000.0,491200000.0,2928200000.0,0.0,563500000.0,405200000,770300000.0,184200000.0,405200000,40500000.0,3436000000.0,NYSE,44.25,NA,2005,SYK
2006-12-31,1127000000.0,3556900000.0,NA,5405600000.0,5405600000.0,2061700000.0,4278600000.0,1127000000.0,777700000.0,252200000.0,416600000.0,3490500000.0,0.0,677600000.0,407900000,907000000.0,-1.0,407900000,40800000.0,4191000000.0,NYSE,NA,NA,2006,SYK
2007-12-31,1307300000.0,4135300000.0,NA,6000500000.0,6000500000.0,2391500000.0,4693200000.0,1307300000.0,1017400000.0,265500000.0,290500000.0,4364700000.0,0.0,796200000.0,411000000,1030700000.0,-1.0,411000000,41100000.0,5378500000.0,NYSE,NA,NA,2007,SYK
2008-12-31,1553900000.0,4586800000.0,NA,6718200000.0,6718200000.0,2625100000.0,5164300000.0,1632800000.0,1147800000.0,274300000.0,701100000.0,4389500000.0,0.0,952700000.0,396531769,1129500000.0,-1.0,396531769,39600000.0,5406700000.0,NYSE,NA,54.07,2008,SYK
2009-12-31,1661400000.0,4539400000.0,NA,6723100000.0,6723100000.0,2506300000.0,5061700000.0,1661400000.0,1107400000.0,200200000.0,658700000.0,5397400000.0,0.0,943000000.0,397900000,1147100000.0,-1.0,397900000,39800000.0,6595100000.0,NYSE,NA,NA,2009,SYK
2010-12-31,1874900000.0,5034300000.0,NA,7320000000.0,7320000000.0,2707300000.0,5445100000.0,1874900000.0,1273400000.0,291700000.0,1757600000.0,6016900000.0,0.0,1056800000.0,391100000,1251900000.0,996500000.0,391100000,39100000.0,8170100000.0,NYSE,NA,NA,2010,SYK
2011-12-31,1762000000.0,5496000000.0,NA,8307000000.0,8307000000.0,3150000000.0,6545000000.0,1720000000.0,1345000000.0,345000000.0,905000000.0,6479000000.0,0.0,1283000000.0,381000000,1417000000.0,1751000000.0,381000000,38000000.0,9434000000.0,NYSE,NA,NA,2011,SYK
2012-12-31,1816000000.0,5876000000.0,NA,8657000000.0,8657000000.0,3466000000.0,6841000000.0,1816000000.0,1298000000.0,288000000.0,1395000000.0,7332000000.0,625000000.0,1265000000.0,380000000,1430000000.0,1746000000.0,380000000,38000000.0,10343000000.0,NYSE,NA,NA,2012,SYK
2013-12-31,1304000000.0,6044000000.0,NA,9021000000.0,9021000000.0,4066000000.0,7717000000.0,1304000000.0,1006000000.0,314000000.0,1339000000.0,7617000000.0,686000000.0,1422000000.0,378000000,1518000000.0,2739000000.0,378000000,38000000.0,11786000000.0,NYSE,NA,NA,2013,SYK
2014-12-31,2007000000.0,6384000000.0,NA,9675000000.0,9675000000.0,3575000000.0,7668000000.0,2007000000.0,515000000.0,329000000.0,1795000000.0,7559000000.0,678000000.0,1588000000.0,378000000,1572000000.0,3246000000.0,378000000,38000000.0,11841000000.0,NYSE,91.18,NA,2014,SYK
2015-12-31,2157000000.0,6602000000.0,NA,9946000000.0,9946000000.0,3610000000.0,7789000000.0,2157000000.0,1439000000.0,410000000.0,3379000000.0,7792000000.0,687000000.0,1639000000.0,373000000,1662000000.0,3253000000.0,373000000,37000000.0,11764000000.0,NYSE,NA,NA,2015,SYK
2016-12-31,2324000000.0,7495000000.0,NA,11325000000.0,11325000000.0,4137000000.0,9001000000.0,2324000000.0,1647000000.0,437000000.0,3316000000.0,8842000000.0,820000000.0,2030000000.0,375000000,1967000000.0,6686000000.0,375000000,37000000.0,16236000000.0,NYSE,NA,NA,2016,SYK
2017-12-31,2463000000.0,8173000000.0,NA,12444000000.0,12444000000.0,4552000000.0,9981000000.0,2463000000.0,1020000000.0,487000000.0,2542000000.0,8986000000.0,936000000.0,2465000000.0,374400000,2198000000.0,6590000000.0,374400000,37000000.0,16556000000.0,NYSE,156.25,NA,2017,SYK
2018-12-31,2560000000.0,8938000000.0,NA,13601000000.0,13601000000.0,5099000000.0,11041000000.0,2560000000.0,3553000000.0,646000000.0,3616000000.0,10765000000.0,1041000000.0,2955000000.0,374400000,2332000000.0,8486000000.0,374400000,37000000.0,20216000000.0,NYSE,NA,NA,2018,SYK
2019-12-31,2905000000.0,9696000000.0,NA,14884000000.0,14884000000.0,5356000000.0,11979000000.0,2905000000.0,2083000000.0,675000000.0,4337000000.0,11748000000.0,1263000000.0,3282000000.0,374500000,2893000000.0,10231000000.0,374500000,37000000.0,23038000000.0,NYSE,NA,NA,2019,SYK
2020-12-31,2240000000.0,9057000000.0,NA,14351000000.0,14351000000.0,5361000000.0,12111000000.0,2240000000.0,1599000000.0,810000000.0,2943000000.0,12462000000.0,1546000000.0,3494000000.0,376100000,2701000000.0,13230000000.0,376100000,38000000.0,26314000000.0,NYSE,NA,0.63,2020,SYK
1987-12-31,1467000000.0,5417000000.0,-1.0,7558000000.0,7558000000.0,3789000000.0,6091000000.0,1467000000.0,1068000000.0,-1.0,2347000000.0,4594000000.0,-1.0,933000000.0,2139656000,-1.0,279000000.0,2139656000,-1.0,5034000000.0,NYSE,-1,0,1987,BMY
1988-12-31,1770000000.0,6259000000.0,-1.0,8558000000.0,8558000000.0,4304000000.0,6788000000.0,1770000000.0,1254000000.0,-1.0,2512000000.0,5207000000.0,-1.0,1044000000.0,2083164000,-1.0,284000000.0,2083164000,-1.0,5232000000.0,NYSE,-1,0,1988,BMY
1989-12-31,1083000000.0,6729000000.0,-1.0,9189000000.0,9189000000.0,5450000000.0,8106000000.0,1083000000.0,747000000.0,475000000.0,510000000.0,4796000000.0,-1.0,1139000000.0,2101356000,-1.0,237000000.0,2101356000,-1.0,5321000000.0,NYSE,-1,0,1989,BMY
